inst,succ gSAT2,of,steps gSAT2,awg fined gSAT2,mu gSAT2,sig^2 gSAT2
uf20-0806.cnf,995,1000,216.436,283.936,4.64251,1.74811
uf20-0807.cnf,1000,1000,59.946,59.946,3.68361,0.91866
uf20-0808.cnf,1000,1000,107.354,107.354,4.21153,1.00558
uf20-0809.cnf,1000,1000,27.196,27.196,2.96119,0.65115
uf20-0810.cnf,1000,1000,42.02,42.02,3.25045,0.89013
uf20-0811.cnf,1000,1000,34.077,34.077,3.06856,0.75526
uf20-0812.cnf,986,1000,281.54,470.54,4.81879,1.88156
uf20-0813.cnf,1000,1000,17.428,17.428,2.65321,0.39104
uf20-0814.cnf,1000,1000,59.358,59.358,3.38803,1.22351
uf20-0815.cnf,976,1000,308.785,632.785,4.96348,1.72061
uf20-0816.cnf,1000,1000,108.535,108.535,3.96868,1.55041
uf20-0817.cnf,1000,1000,45.727,45.727,3.33439,0.88596
uf20-0818.cnf,1000,1000,123.815,123.815,4.20678,1.36022
uf20-0819.cnf,1000,1000,22.438,22.438,2.81525,0.57305
uf20-0820.cnf,1000,1000,22.727,22.727,2.85086,0.52565
uf20-0821.cnf,1000,1000,57.619,57.619,3.46409,1.10575
uf20-0822.cnf,1000,1000,29.645,29.645,3.0332,0.72567
uf20-0823.cnf,1000,1000,95.541,95.541,3.99462,1.26317
uf20-0824.cnf,1000,1000,37.339,37.339,3.26648,0.6965
uf20-0825.cnf,923,1000,425.46,1464.96,4.8477,2.55281
uf20-0826.cnf,1000,1000,86.516,86.516,3.98342,0.93441
uf20-0827.cnf,955,1000,390.122,997.622,5.00739,2.28528
uf20-0828.cnf,1000,1000,40.197,40.197,3.21063,0.79987
uf20-0829.cnf,999,1000,147.742,161.242,4.34753,1.45782
uf20-0830.cnf,1000,1000,86.554,86.554,3.92696,1.1038
uf20-0831.cnf,1000,1000,69.883,69.883,3.77244,1.01293
uf20-0832.cnf,1000,1000,85.212,85.212,3.78138,1.44038
uf20-0833.cnf,1000,1000,96.832,96.832,3.97054,1.31124
uf20-0834.cnf,1000,1000,108.553,108.553,3.95373,1.58367
uf20-0835.cnf,1000,1000,36.215,36.215,2.94621,0.92526
uf20-0836.cnf,998,1000,140.273,167.273,4.14189,1.5876
uf20-0837.cnf,987,1000,256.886,432.386,4.70377,1.89794
uf20-0838.cnf,1000,1000,20.281,20.281,2.69664,0.54919
uf20-0839.cnf,995,1000,227.714,295.214,4.52908,2.13827
uf20-0840.cnf,996,1000,155.171,209.171,4.3937,1.27253
uf20-0841.cnf,993,1000,270.974,365.474,4.76558,2.03817
uf20-0842.cnf,956,1000,394.591,988.591,5.07282,2.12638
uf20-0843.cnf,1000,1000,30.472,30.472,3.03751,0.71862
uf20-0844.cnf,1000,1000,32.833,32.833,3.11514,0.73211
uf20-0845.cnf,1000,1000,48.37,48.37,3.44661,0.87266
uf20-0846.cnf,1000,1000,30.308,30.308,2.97907,0.78438
uf20-0847.cnf,998,1000,171.927,198.927,4.38928,1.69118
uf20-0848.cnf,983,1000,270.878,500.378,4.62223,2.20438
uf20-0849.cnf,946,1000,387.783,1116.783,4.90713,2.26674
uf20-0850.cnf,1000,1000,83.037,83.037,3.74001,1.35172
uf20-0851.cnf,1000,1000,165.937,165.937,4.41385,1.71607
uf20-0852.cnf,1000,1000,52.111,52.111,3.35858,1.0904
uf20-0853.cnf,954,1000,391.136,1012.136,4.95939,2.45231
uf20-0854.cnf,1000,1000,48.81,48.81,3.38115,0.95067
uf20-0855.cnf,920,1000,456.052,1536.052,5.07265,2.33256
uf20-0856.cnf,1000,1000,11.76,11.76,2.32438,0.29594
uf20-0857.cnf,994,1000,188.621,269.621,4.25745,2.10262
uf20-0858.cnf,993,1000,265.389,359.889,4.88352,1.72016
uf20-0859.cnf,1000,1000,55.328,55.328,3.46691,1.04044
uf20-0860.cnf,1000,1000,20.403,20.403,2.74789,0.48394
uf20-0861.cnf,1000,1000,44.598,44.598,3.30448,0.96759
uf20-0862.cnf,1000,1000,39.243,39.243,3.11786,0.9313
uf20-0863.cnf,998,1000,205.948,232.948,4.57676,1.77582
uf20-0864.cnf,1000,1000,45.795,45.795,3.40308,0.83646
uf20-0865.cnf,1000,1000,76.24,76.24,3.81659,1.14162
uf20-0866.cnf,1000,1000,108.633,108.633,3.98404,1.57561
uf20-0867.cnf,1000,1000,170.777,170.777,4.41195,1.69802
uf20-0868.cnf,1000,1000,21.586,21.586,2.81996,0.49848
uf20-0869.cnf,1000,1000,137.806,137.806,4.27581,1.45136
uf20-0870.cnf,1000,1000,53.221,53.221,3.44427,0.97113
uf20-0871.cnf,1000,1000,118.108,118.108,4.12414,1.48101
uf20-0872.cnf,1000,1000,48.359,48.359,3.37156,1.04358
uf20-0873.cnf,999,1000,195.119,208.619,4.60134,1.59677
uf20-0874.cnf,1000,1000,26.929,26.929,2.89645,0.7506
uf20-0875.cnf,985,1000,224.722,427.222,4.28183,2.38013
uf20-0876.cnf,1000,1000,50.629,50.629,3.44433,0.96481
uf20-0877.cnf,980,1000,283.896,553.896,4.79753,1.86279
uf20-0878.cnf,1000,1000,30.702,30.702,3.07555,0.67146
uf20-0879.cnf,999,1000,141.26,154.76,4.25146,1.45892
uf20-0880.cnf,1000,1000,68.25,68.25,3.6017,1.25
uf20-0881.cnf,989,1000,207.011,355.511,4.54782,1.49505
uf20-0882.cnf,1000,1000,60.938,60.938,3.51071,1.15809
uf20-0883.cnf,962,1000,381.644,894.644,5.15593,1.84863
uf20-0884.cnf,1000,1000,145.997,145.997,4.3782,1.39143
uf20-0885.cnf,1000,1000,144.161,144.161,4.21799,1.72144
uf20-0886.cnf,1000,1000,82.359,82.359,3.83062,1.19522
uf20-0887.cnf,894,1000,505.906,1936.906,5.22576,2.15897
uf20-0888.cnf,999,1000,147.133,160.633,4.20031,1.78497
uf20-0889.cnf,1000,1000,64.525,64.525,3.74172,0.94926
uf20-0890.cnf,1000,1000,119.776,119.776,4.00522,1.65546
uf20-0891.cnf,963,1000,364.58,864.08,5.08156,1.80946
uf20-0892.cnf,1000,1000,62.745,62.745,3.65229,1.00862
uf20-0893.cnf,997,1000,249.045,289.545,4.84012,1.71494
uf20-0894.cnf,1000,1000,148.72,148.72,4.28879,1.66254
uf20-0895.cnf,1000,1000,66.438,66.438,3.66901,1.09171
uf20-0896.cnf,985,1000,311.512,514.012,4.92921,2.02165
uf20-0897.cnf,1000,1000,115.615,115.615,4.07927,1.54788
uf20-0898.cnf,1000,1000,48.617,48.617,3.45943,0.82919
uf20-0899.cnf,1000,1000,83.921,83.921,3.89346,1.20736
uf20-0900.cnf,1000,1000,53.095,53.095,3.29102,1.19347
uf20-0901.cnf,983,1000,263.547,493.047,4.68271,1.86434
uf20-0902.cnf,1000,1000,155.859,155.859,4.25032,1.91962
uf20-0903.cnf,991,1000,204.456,325.956,4.43512,1.91675
uf20-0904.cnf,1000,1000,72.096,72.096,3.838,0.98038
uf20-0905.cnf,1000,1000,82.25,82.25,3.53876,1.62644
uf20-0906.cnf,1000,1000,70.12,70.12,3.67512,1.1283
uf20-0907.cnf,1000,1000,88.591,88.591,3.81186,1.44087
uf20-0908.cnf,964,1000,376.276,862.276,5.03957,2.08009
uf20-0909.cnf,1000,1000,142.073,142.073,4.17942,1.76892
uf20-0910.cnf,1000,1000,36.134,36.134,3.20348,0.74951
uf20-0911.cnf,1000,1000,22.857,22.857,2.89567,0.48817
uf20-0912.cnf,1000,1000,118.093,118.093,4.11183,1.44016
uf20-0913.cnf,1000,1000,38.618,38.618,3.27367,0.74364
uf20-0914.cnf,1000,1000,173.413,173.413,4.51538,1.5313
uf20-0915.cnf,999,1000,98.384,111.884,3.72139,1.53338
uf20-0916.cnf,999,1000,122.865,136.365,4.05839,1.554
uf20-0917.cnf,1000,1000,49.109,49.109,3.51647,0.78482
uf20-0918.cnf,1000,1000,83.42,83.42,3.89443,1.08684
uf20-0919.cnf,1000,1000,83.557,83.557,3.82998,1.28705
uf20-0920.cnf,997,1000,104.387,144.887,3.62332,1.72467
uf20-0921.cnf,1000,1000,63.112,63.112,3.51393,1.12058
uf20-0922.cnf,1000,1000,76.766,76.766,3.93978,0.90954
uf20-0923.cnf,1000,1000,39.675,39.675,3.10988,1.01046
uf20-0924.cnf,968,1000,268.584,700.584,4.66605,1.60346
uf20-0925.cnf,1000,1000,66.397,66.397,3.55498,1.35654
uf20-0926.cnf,998,1000,135.622,162.622,4.1619,1.54986
uf20-0927.cnf,994,1000,189.59,270.59,4.37276,1.97481
uf20-0928.cnf,996,1000,255.764,309.764,4.95423,1.45047
uf20-0929.cnf,1000,1000,85.362,85.362,3.99468,0.99461
uf20-0930.cnf,995,1000,252.739,320.239,4.89568,1.64639
uf20-0931.cnf,1000,1000,74.526,74.526,3.80629,1.03094
uf20-0932.cnf,1000,1000,21.912,21.912,2.71773,0.63893
uf20-0933.cnf,799,1000,550.529,3264.029,4.48691,3.09473
uf20-0934.cnf,1000,1000,68.893,68.893,3.65142,1.13495
uf20-0935.cnf,1000,1000,43.509,43.509,3.38846,0.75319
uf20-0936.cnf,1000,1000,152.731,152.731,4.37562,1.46026
uf20-0937.cnf,978,1000,325.568,622.568,4.89657,2.14602
uf20-0938.cnf,1000,1000,130.015,130.015,4.30282,1.23619
uf20-0939.cnf,1000,1000,75.861,75.861,3.83584,1.03705
uf20-0940.cnf,1000,1000,78.339,78.339,3.75241,1.22937
uf20-0941.cnf,1000,1000,45.683,45.683,3.32716,0.94343
uf20-0942.cnf,1000,1000,44.623,44.623,3.12221,1.08859
uf20-0943.cnf,967,1000,340.373,785.873,4.97804,1.93287
uf20-0944.cnf,870,1000,540.077,2295.077,5.06642,2.74109
uf20-0945.cnf,761,1000,679.691,3906.191,5.12426,2.77765
uf20-0946.cnf,1000,1000,43.548,43.548,3.27396,0.90577
uf20-0947.cnf,1000,1000,37.876,37.876,3.23144,0.8056
uf20-0948.cnf,1000,1000,72.76,72.76,3.92352,0.7531
uf20-0949.cnf,1000,1000,77.676,77.676,3.83618,1.16085
uf20-0950.cnf,991,1000,237.731,359.231,4.59208,1.89799
uf20-0951.cnf,1000,1000,24.061,24.061,2.83305,0.60706
uf20-0952.cnf,1000,1000,86.362,86.362,3.76741,1.3653
uf20-0953.cnf,1000,1000,76.14,76.14,3.66608,1.41558
uf20-0954.cnf,902,1000,439.39,1762.39,4.94017,2.21313
uf20-0955.cnf,1000,1000,21.721,21.721,2.83865,0.47015
uf20-0956.cnf,1000,1000,186.377,186.377,4.70824,1.37613
uf20-0957.cnf,997,1000,173.73,214.23,4.19939,2.11391
uf20-0958.cnf,1000,1000,155.456,155.456,4.32506,1.77328
uf20-0959.cnf,1000,1000,57.392,57.392,3.60845,0.90153
uf20-0960.cnf,1000,1000,151.927,151.927,4.41792,1.34879
uf20-0961.cnf,1000,1000,46.422,46.422,3.19995,1.00534
uf20-0962.cnf,767,1000,623.979,3769.479,4.89377,2.55427
uf20-0963.cnf,1000,1000,122.294,122.294,4.03951,1.71142
uf20-0964.cnf,1000,1000,63.837,63.837,3.08991,1.49074
uf20-0965.cnf,1000,1000,17.209,17.209,2.61023,0.45382
uf20-0966.cnf,994,1000,201.377,282.377,4.23895,2.30639
uf20-0967.cnf,990,1000,215.493,350.493,4.40588,2.0972
uf20-0968.cnf,1000,1000,73.889,73.889,3.72496,1.21812
uf20-0969.cnf,1000,1000,97.031,97.031,3.9894,1.24439
uf20-0970.cnf,1000,1000,87.907,87.907,3.81111,1.4785
uf20-0971.cnf,795,1000,672.844,3440.344,5.41472,2.18219
uf20-0972.cnf,1000,1000,148.671,148.671,4.45786,1.25495
uf20-0973.cnf,1000,1000,142.907,142.907,4.49907,1.12502
uf20-0974.cnf,1000,1000,90.911,90.911,3.79865,1.35658
uf20-0975.cnf,1000,1000,58.223,58.223,3.56701,1.00894
uf20-0976.cnf,1000,1000,105.398,105.398,4.13222,1.18223
uf20-0977.cnf,992,1000,282.321,390.321,4.88416,1.8791
uf20-0978.cnf,1000,1000,162.178,162.178,4.53119,1.35193
uf20-0979.cnf,983,1000,319.199,548.699,5.00645,1.79767
uf20-0980.cnf,1000,1000,106.997,106.997,4.19458,1.02902
uf20-0981.cnf,1000,1000,97.513,97.513,4.11559,1.07926
uf20-0982.cnf,1000,1000,79.841,79.841,3.67921,1.19262
uf20-0983.cnf,1000,1000,79.338,79.338,3.78779,1.20398
uf20-0984.cnf,999,1000,162.915,176.415,4.37491,1.53166
uf20-0985.cnf,1000,1000,134.484,134.484,4.26342,1.35836
uf20-0986.cnf,1000,1000,63.988,63.988,3.65252,1.01808
uf20-0987.cnf,1000,1000,63.695,63.695,3.56901,1.16702
uf20-0988.cnf,1000,1000,32.256,32.256,3.1179,0.6745
uf20-0989.cnf,996,1000,151.891,205.891,4.13241,1.80416
uf20-0990.cnf,1000,1000,82.454,82.454,3.88488,1.11839
uf20-0991.cnf,1000,1000,19.577,19.577,2.76977,0.40096
uf20-0992.cnf,1000,1000,93.778,93.778,4.00586,1.11775
uf20-0993.cnf,1000,1000,107.816,107.816,3.99812,1.33448
uf20-0994.cnf,1000,1000,62.698,62.698,3.57912,1.16305
uf20-0995.cnf,1000,1000,112.607,112.607,4.18954,1.22309
uf20-0996.cnf,1000,1000,93.578,93.578,3.95412,1.32061
uf20-0997.cnf,1000,1000,42.373,42.373,3.404,0.71631
uf20-0998.cnf,1000,1000,70.153,70.153,3.65168,1.21966
uf20-0999.cnf,1000,1000,28.872,28.872,3.00068,0.66874
uf20-01000.cnf,993,1000,248.732,343.232,4.79124,1.71419
uf50-01.cnf,1000,1000,50.89,50.89,3.6304,0.51706
uf50-02.cnf,1000,1000,39.179,39.179,3.45668,0.37061
uf50-03.cnf,1000,1000,36.232,36.232,3.37143,0.34952
uf50-04.cnf,1000,1000,62.621,62.621,3.7661,0.61529
uf50-05.cnf,1000,1000,32.577,32.577,3.30289,0.31493
uf50-06.cnf,1000,1000,44.615,44.615,3.5663,0.41541
uf50-07.cnf,1000,1000,60.019,60.019,3.77146,0.55237
uf50-08.cnf,1000,1000,61.269,61.269,3.7547,0.5887
uf50-09.cnf,1000,1000,38.973,38.973,3.49088,0.31763
uf50-010.cnf,1000,1000,47.747,47.747,3.61884,0.44319
uf50-011.cnf,1000,1000,41.203,41.203,3.54815,0.31892
uf50-012.cnf,997,1000,179.553,220.053,4.60434,1.14377
uf50-013.cnf,1000,1000,33.447,33.447,3.3431,0.2885
uf50-014.cnf,1000,1000,63.243,63.243,3.77975,0.54359
uf50-015.cnf,1000,1000,34.684,34.684,3.34644,0.326
uf50-016.cnf,998,1000,105.908,132.908,4.15671,0.83725
uf50-017.cnf,1000,1000,57.058,57.058,3.72572,0.52685
uf50-018.cnf,1000,1000,34.33,34.33,3.31251,0.35081
uf50-019.cnf,1000,1000,44.31,44.31,3.52639,0.43341
uf50-020.cnf,1000,1000,35.137,35.137,3.36575,0.33375
uf50-021.cnf,1000,1000,32.541,32.541,3.29821,0.30853
uf50-022.cnf,1000,1000,33.743,33.743,3.37078,0.28237
uf50-023.cnf,1000,1000,41.781,41.781,3.52103,0.37012
uf50-024.cnf,999,1000,74.449,87.949,3.89054,0.63087
uf50-025.cnf,1000,1000,33.143,33.143,3.32423,0.30727
uf50-026.cnf,1000,1000,48.723,48.723,3.56628,0.52461
uf50-027.cnf,1000,1000,33.243,33.243,3.31887,0.31764
uf50-028.cnf,1000,1000,36.384,36.384,3.38613,0.37028
uf50-029.cnf,1000,1000,40.478,40.478,3.46787,0.39489
uf50-030.cnf,1000,1000,83.786,83.786,3.95584,0.8153
uf50-031.cnf,1000,1000,26.025,26.025,3.14758,0.20406
uf50-032.cnf,1000,1000,35.915,35.915,3.42336,0.28921
uf50-033.cnf,1000,1000,33.232,33.232,3.31699,0.32595
uf50-034.cnf,1000,1000,31.605,31.605,3.29874,0.2738
uf50-035.cnf,1000,1000,46.055,46.055,3.53536,0.47923
uf50-036.cnf,999,1000,103.276,116.776,4.15193,0.7803
uf50-037.cnf,1000,1000,26.968,26.968,3.20488,0.17071
uf50-038.cnf,1000,1000,41.935,41.935,3.50022,0.36795
uf50-039.cnf,1000,1000,30.217,30.217,3.2683,0.26275
uf50-040.cnf,1000,1000,39.568,39.568,3.44138,0.39574
uf50-041.cnf,1000,1000,45.171,45.171,3.56109,0.43706
uf50-042.cnf,1000,1000,39.801,39.801,3.50514,0.33043
uf50-043.cnf,1000,1000,44.508,44.508,3.57655,0.37761
uf50-044.cnf,1000,1000,51.943,51.943,3.59866,0.56818
uf50-045.cnf,1000,1000,39.145,39.145,3.45547,0.36368
uf50-046.cnf,1000,1000,35.396,35.396,3.39105,0.32094
uf50-047.cnf,1000,1000,35.44,35.44,3.36701,0.34341
uf50-048.cnf,1000,1000,39.899,39.899,3.44266,0.39862
uf50-049.cnf,1000,1000,43.263,43.263,3.49125,0.42477
uf50-050.cnf,1000,1000,44.355,44.355,3.53139,0.44905
uf50-051.cnf,1000,1000,28.731,28.731,3.1875,0.27771
uf50-052.cnf,1000,1000,28.042,28.042,3.19924,0.24173
uf50-053.cnf,1000,1000,34.539,34.539,3.37789,0.30171
uf50-054.cnf,1000,1000,39.925,39.925,3.43468,0.43311
uf50-055.cnf,1000,1000,43.255,43.255,3.54637,0.40605
uf50-056.cnf,1000,1000,37.995,37.995,3.46192,0.32355
uf50-057.cnf,1000,1000,31.738,31.738,3.29542,0.28368
uf50-058.cnf,1000,1000,51.213,51.213,3.61686,0.56042
uf50-059.cnf,1000,1000,36.483,36.483,3.38896,0.36376
uf50-060.cnf,1000,1000,66.94,66.94,3.83932,0.62222
uf50-061.cnf,1000,1000,66.143,66.143,3.83561,0.63966
uf50-062.cnf,1000,1000,27.134,27.134,3.18602,0.20764
uf50-063.cnf,1000,1000,42.352,42.352,3.54677,0.3629
uf50-064.cnf,1000,1000,33.428,33.428,3.2798,0.34575
uf50-065.cnf,1000,1000,55.817,55.817,3.62596,0.62338
uf50-066.cnf,1000,1000,49.2,49.2,3.59948,0.53733
uf50-067.cnf,1000,1000,33.826,33.826,3.35853,0.27976
uf50-068.cnf,1000,1000,40.402,40.402,3.47662,0.37185
uf50-069.cnf,1000,1000,54.399,54.399,3.7007,0.46718
uf50-070.cnf,1000,1000,46.549,46.549,3.51282,0.51872
uf50-071.cnf,1000,1000,36.277,36.277,3.42812,0.30733
uf50-072.cnf,1000,1000,33.324,33.324,3.33497,0.30753
uf50-073.cnf,1000,1000,27.598,27.598,3.2176,0.19036
uf50-074.cnf,1000,1000,36.331,36.331,3.40666,0.32009
uf50-075.cnf,1000,1000,43.053,43.053,3.58305,0.33287
uf50-076.cnf,1000,1000,35.303,35.303,3.40011,0.285
uf50-077.cnf,1000,1000,71.941,71.941,3.86193,0.71571
uf50-078.cnf,1000,1000,51.077,51.077,3.59959,0.52186
uf50-079.cnf,1000,1000,25.328,25.328,3.1332,0.18906
uf50-080.cnf,1000,1000,61.449,61.449,3.77246,0.59074
uf50-081.cnf,1000,1000,40.732,40.732,3.39406,0.46844
uf50-082.cnf,1000,1000,25.78,25.78,3.12051,0.24285
uf50-083.cnf,1000,1000,31.296,31.296,3.29582,0.26944
uf50-084.cnf,1000,1000,33.829,33.829,3.32991,0.32182
uf50-085.cnf,1000,1000,33.945,33.945,3.3829,0.27002
uf50-086.cnf,989,1000,108.414,256.914,3.95539,0.86791
uf50-087.cnf,1000,1000,79.174,79.174,4.00477,0.70342
uf50-088.cnf,1000,1000,32.67,32.67,3.3545,0.25769
uf50-089.cnf,1000,1000,44.137,44.137,3.5582,0.38465
uf50-090.cnf,1000,1000,57.131,57.131,3.73446,0.54821
uf50-091.cnf,1000,1000,27.519,27.519,3.19861,0.21781
uf50-092.cnf,1000,1000,41.208,41.208,3.48932,0.4072
uf50-093.cnf,1000,1000,54.671,54.671,3.72728,0.49897
uf50-094.cnf,1000,1000,35.488,35.488,3.38413,0.31591
uf50-095.cnf,1000,1000,41.427,41.427,3.52136,0.35273
uf50-096.cnf,1000,1000,47.952,47.952,3.60746,0.46133
uf50-097.cnf,1000,1000,51.369,51.369,3.6964,0.44573
uf50-098.cnf,1000,1000,55.409,55.409,3.63909,0.56661
uf50-099.cnf,1000,1000,49.601,49.601,3.60504,0.49819
uf50-0100.cnf,1000,1000,41.269,41.269,3.53864,0.33181
uf50-0101.cnf,1000,1000,52.525,52.525,3.63167,0.50194
uf50-0102.cnf,1000,1000,47.748,47.748,3.62298,0.4239
uf50-0103.cnf,1000,1000,28.564,28.564,3.23486,0.22284
uf50-0104.cnf,1000,1000,31.602,31.602,3.31485,0.25239
