inst,succ gSAT2,succ probSAT,of,steps gSAT2,steps probSAT,awg fined gSAT2,awg fined probSAT,mu gSAT2,sig^2 gSAT2,mu probSAT,sig^2 probSAT,xing,winner
uf50-0586.cnf,1000,1000,1000,56.797,49.852,56.797,49.852,3.75383,0.51718,3.70944,0.38845,43,probSAT
uf50-0587.cnf,1000,1000,1000,55.114,49.947,55.114,49.947,3.74125,0.47657,3.72538,0.35107,32,probSAT
uf50-0588.cnf,1000,1000,1000,64.181,53.232,64.181,53.232,3.66258,0.7751,3.63664,0.57578,51,probSAT
uf50-0589.cnf,1000,1000,1000,38.739,31.728,38.739,31.728,3.46159,0.36125,3.33352,0.22823,17,probSAT
uf50-0590.cnf,1000,1000,1000,39.858,37.301,39.858,37.301,3.45585,0.39452,3.45216,0.30873,37,probSAT
uf50-0591.cnf,1000,1000,1000,53.739,48.943,53.739,48.943,3.69772,0.51156,3.69208,0.37549,40,probSAT
uf50-0592.cnf,1000,1000,1000,68.46,58.114,68.46,58.114,3.89059,0.60653,3.84911,0.41655,51,probSAT
uf50-0593.cnf,1000,1000,1000,31.421,29.942,31.421,29.942,3.28811,0.28779,3.2887,0.21108,28,probSAT
uf50-0594.cnf,1000,1000,1000,27.892,26.985,27.892,26.985,3.18649,0.25511,3.19398,0.19488,25,probSAT
uf50-0595.cnf,1000,1000,1000,41.746,39.106,41.746,39.106,3.55324,0.33126,3.54092,0.24677,41,probSAT
uf50-0596.cnf,1000,1000,1000,24.471,23.969,24.471,23.969,3.06214,0.24232,3.07516,0.19053,25,probSAT
uf50-0597.cnf,1000,1000,1000,82.939,70.332,82.939,70.332,3.98364,0.73146,3.89986,0.57277,728,probSAT
uf50-0598.cnf,1000,1000,1000,28.094,27.598,28.094,27.598,3.169,0.29548,3.21139,0.20595,39,probSAT
uf50-0599.cnf,1000,1000,1000,48.937,39.637,48.937,39.637,3.57226,0.51113,3.44935,0.39018,None,probSAT
uf50-0600.cnf,1000,1000,1000,40.444,36.068,40.444,36.068,3.46932,0.39811,3.43542,0.27919,30,probSAT
uf50-0601.cnf,1000,1000,1000,30.222,30.179,30.222,30.179,3.26159,0.25539,3.29229,0.22095,41,probSAT
uf50-0602.cnf,1000,1000,1000,34.955,33.827,34.955,33.827,3.37581,0.3159,3.36898,0.28643,175,gSAT2
uf50-0603.cnf,1000,1000,1000,32.725,30.661,32.725,30.661,3.31544,0.2992,3.31138,0.21126,29,probSAT
uf50-0604.cnf,1000,1000,1000,26.312,25.495,26.312,25.495,3.13414,0.2413,3.1404,0.18652,27,probSAT
uf50-0605.cnf,1000,1000,1000,38.263,34.236,38.263,34.236,3.43505,0.34605,3.39841,0.25514,33,probSAT
uf50-0606.cnf,1000,1000,1000,28.748,28.299,28.748,28.299,3.22601,0.24948,3.24734,0.18496,33,probSAT
uf50-0607.cnf,1000,1000,1000,32.556,32.309,32.556,32.309,3.3098,0.29919,3.34522,0.24723,54,probSAT
uf50-0608.cnf,1000,1000,1000,31.645,29.217,31.645,29.217,3.31321,0.26533,3.26902,0.20183,19,probSAT
uf50-0609.cnf,999,1000,1000,106.869,74.779,120.369,74.779,4.12749,0.9411,4.00899,0.55201,41,probSAT
uf50-0610.cnf,1000,1000,1000,43.96,40.295,43.96,40.295,3.59468,0.34109,3.56326,0.2525,32,probSAT
uf50-0611.cnf,1000,1000,1000,40.081,36.735,40.081,36.735,3.45162,0.4209,3.44562,0.289,33,probSAT
uf50-0612.cnf,1000,1000,1000,106.619,77.131,106.619,77.131,4.19526,0.85083,4.01978,0.58123,20,probSAT
uf50-0613.cnf,1000,1000,1000,80.557,61.855,80.557,61.855,4.03223,0.6367,3.89518,0.4278,23,probSAT
uf50-0614.cnf,1000,1000,1000,30.599,29.052,30.599,29.052,3.29178,0.24684,3.27111,0.19258,25,probSAT
uf50-0615.cnf,1000,1000,1000,27.045,25.847,27.045,25.847,3.1472,0.26522,3.1552,0.18101,28,probSAT
uf50-0616.cnf,1000,1000,1000,42.941,38.143,42.941,38.143,3.49808,0.43339,3.47596,0.301,41,probSAT
uf50-0617.cnf,1000,1000,1000,35.708,33.26,35.708,33.26,3.39871,0.32955,3.37154,0.24951,170,gSAT2
uf50-0618.cnf,1000,1000,1000,35.395,31.428,35.395,31.428,3.38739,0.31514,3.31942,0.23639,17,probSAT
uf50-0619.cnf,1000,1000,1000,51.956,45.298,51.956,45.298,3.64886,0.52591,3.6308,0.34609,44,probSAT
uf50-0620.cnf,1000,1000,1000,53.299,48.227,53.299,48.227,3.74408,0.42925,3.70544,0.32859,36,probSAT
uf50-0621.cnf,1000,1000,1000,56.762,49.76,56.762,49.76,3.75156,0.49908,3.71162,0.36972,47,probSAT
uf50-0622.cnf,1000,1000,1000,35.039,31.466,35.039,31.466,3.3972,0.28744,3.34096,0.20132,18,probSAT
uf50-0623.cnf,1000,1000,1000,69.733,59.231,69.733,59.231,3.88751,0.6123,3.85022,0.43097,53,probSAT
uf50-0624.cnf,1000,1000,1000,44.904,41.802,44.904,41.802,3.58359,0.38838,3.55463,0.33619,58,probSAT
uf50-0625.cnf,1000,1000,1000,49.962,41.44,49.962,41.44,3.65688,0.46992,3.54658,0.33522,16,probSAT
uf50-0626.cnf,1000,1000,1000,47.397,41.896,47.397,41.896,3.60736,0.44481,3.58155,0.29551,39,probSAT
uf50-0627.cnf,1000,1000,1000,67.205,50.003,67.205,50.003,3.78458,0.71448,3.66983,0.43084,26,probSAT
uf50-0628.cnf,1000,1000,1000,33.789,31.215,33.789,31.215,3.34203,0.3256,3.31669,0.23157,186,gSAT2
uf50-0629.cnf,1000,1000,1000,82.99,59.734,82.99,59.734,3.91261,0.80972,3.83214,0.46317,53,probSAT
uf50-0630.cnf,1000,1000,1000,77.813,58.077,77.813,58.077,3.91534,0.78637,3.82604,0.43598,45,probSAT
uf50-0631.cnf,1000,1000,1000,35.989,33.88,35.989,33.88,3.38188,0.34235,3.381,0.26273,40,probSAT
uf50-0632.cnf,1000,1000,1000,63.634,47.929,63.634,47.929,3.73692,0.6204,3.65722,0.38779,31,probSAT
uf50-0633.cnf,1000,1000,1000,43.922,39.925,43.922,39.925,3.48352,0.47004,3.48781,0.3521,45,probSAT
uf50-0634.cnf,1000,1000,1000,40.839,37.054,40.839,37.054,3.41693,0.48286,3.43033,0.33922,46,probSAT
uf50-0635.cnf,1000,1000,1000,28.643,28.527,28.643,28.527,3.21931,0.25656,3.24466,0.20667,117,gSAT2
uf50-0636.cnf,1000,1000,1000,29.02,27.639,29.02,27.639,3.23694,0.24137,3.22206,0.18318,21,probSAT
uf50-0637.cnf,1000,1000,1000,36.353,34.217,36.353,34.217,3.37404,0.36042,3.37782,0.27692,114,probSAT
uf50-0638.cnf,1000,1000,1000,40.062,37.389,40.062,37.389,3.44553,0.4208,3.45491,0.30768,33,probSAT
uf50-0639.cnf,1000,1000,1000,33.598,30.702,33.598,30.702,3.36292,0.28028,3.31404,0.21082,20,probSAT
uf50-0640.cnf,1000,1000,1000,31.972,31.437,31.972,31.437,3.27787,0.30632,3.2996,0.25823,259,gSAT2
uf50-0641.cnf,1000,1000,1000,31.85,32.383,31.85,32.383,3.31499,0.27105,3.35127,0.24118,81,probSAT
uf50-0642.cnf,1000,1000,1000,50.108,47.35,50.108,47.35,3.68678,0.39008,3.68096,0.33104,78,probSAT
uf50-0643.cnf,1000,1000,1000,52.656,42.436,52.656,42.436,3.56977,0.58845,3.53364,0.37837,41,probSAT
uf50-0644.cnf,1000,1000,1000,35.926,33.817,35.926,33.817,3.34834,0.38315,3.34608,0.30472,41,probSAT
uf50-0645.cnf,1000,1000,1000,40.051,35.283,40.051,35.283,3.5161,0.32644,3.44422,0.22978,22,probSAT
uf50-0646.cnf,1000,1000,1000,48.024,44.918,48.024,44.918,3.62844,0.4207,3.63818,0.30949,44,probSAT
uf50-0647.cnf,1000,1000,1000,37.461,36.175,37.461,36.175,3.4352,0.33416,3.448,0.26178,41,probSAT
uf50-0648.cnf,1000,1000,1000,55.229,43.212,55.229,43.212,3.6474,0.5853,3.55991,0.37492,24,probSAT
uf50-0649.cnf,1000,1000,1000,29.801,28.835,29.801,28.835,3.24899,0.26629,3.24501,0.21787,153,probSAT
uf50-0650.cnf,1000,1000,1000,31.007,28.166,31.007,28.166,3.25509,0.31063,3.22836,0.20976,25,probSAT
uf50-0651.cnf,1000,1000,1000,29.511,27.952,29.511,27.952,3.23184,0.25799,3.21568,0.20565,119,probSAT
uf50-0652.cnf,1000,1000,1000,45.65,41.628,45.65,41.628,3.61901,0.36646,3.58158,0.2766,26,probSAT
uf50-0653.cnf,1000,1000,1000,64.634,56.443,64.634,56.443,3.79599,0.63913,3.7824,0.45717,52,probSAT
uf50-0654.cnf,1000,1000,1000,37.219,35.755,37.219,35.755,3.40753,0.35487,3.43269,0.2688,45,probSAT
uf50-0655.cnf,1000,1000,1000,48.972,43.619,48.972,43.619,3.66639,0.39736,3.62309,0.28358,34,probSAT
uf50-0656.cnf,1000,1000,1000,46.058,44.239,46.058,44.239,3.56145,0.4576,3.61193,0.33468,70,probSAT
uf50-0657.cnf,1000,1000,1000,38.744,35.068,38.744,35.068,3.42924,0.37975,3.39081,0.28586,20,probSAT
uf50-0658.cnf,1000,1000,1000,43.05,40.041,43.05,40.041,3.51434,0.41087,3.51526,0.32322,41,probSAT
uf50-0659.cnf,1000,1000,1000,40.515,36.914,40.515,36.914,3.53276,0.31269,3.47236,0.25499,18,probSAT
uf50-0660.cnf,1000,1000,1000,53.719,47.113,53.719,47.113,3.6921,0.50596,3.64507,0.37521,513,gSAT2
uf50-0661.cnf,1000,1000,1000,31.095,29.952,31.095,29.952,3.27486,0.29773,3.27486,0.23611,26,probSAT
uf50-0662.cnf,1000,1000,1000,51.983,43.632,51.983,43.632,3.62459,0.5266,3.57295,0.36293,31,probSAT
uf50-0663.cnf,1000,1000,1000,31.731,30.066,31.731,30.066,3.30439,0.27474,3.28676,0.22331,33,probSAT
uf50-0664.cnf,1000,1000,1000,83.614,60.565,83.614,60.565,3.99908,0.72733,3.85487,0.46333,22,probSAT
uf50-0665.cnf,1000,1000,1000,52.103,45.388,52.103,45.388,3.72311,0.41954,3.65671,0.30838,32,probSAT
uf50-0666.cnf,1000,1000,1000,30.718,31.388,30.718,31.388,3.27398,0.2819,3.32049,0.23962,86,probSAT
uf50-0667.cnf,1000,1000,1000,39.578,34.771,39.578,34.771,3.44011,0.37478,3.40616,0.2605,26,probSAT
uf50-0668.cnf,1000,1000,1000,29.921,30.119,29.921,30.119,3.25303,0.25699,3.29308,0.215,47,probSAT
uf50-0669.cnf,1000,1000,1000,34.367,31.619,34.367,31.619,3.35403,0.33264,3.3206,0.245,23,probSAT
uf50-0670.cnf,1000,1000,1000,63.686,53.698,63.686,53.698,3.8244,0.54685,3.78974,0.37109,47,probSAT
uf50-0671.cnf,1000,1000,1000,47.03,42.904,47.03,42.904,3.61934,0.41904,3.58345,0.32537,29,probSAT
uf50-0672.cnf,976,999,1000,210.844,120.114,534.844,133.614,4.57305,1.13971,4.38558,0.7378,33,probSAT
uf50-0673.cnf,1000,1000,1000,31.76,31.886,31.76,31.886,3.32783,0.24255,3.34793,0.22028,83,probSAT
uf50-0674.cnf,999,1000,1000,98.079,71.535,111.579,71.535,4.00778,0.93864,3.89341,0.65611,28,probSAT
uf50-0675.cnf,1000,1000,1000,42.857,38.507,42.857,38.507,3.55085,0.36353,3.50758,0.2674,32,probSAT
uf50-0676.cnf,1000,1000,1000,40.182,39.1,40.182,39.1,3.48526,0.37281,3.50925,0.28983,42,probSAT
uf50-0677.cnf,1000,1000,1000,56.981,44.926,56.981,44.926,3.72738,0.57057,3.6045,0.37854,29,probSAT
uf50-0678.cnf,1000,1000,1000,27.446,27.098,27.446,27.098,3.16665,0.26468,3.20057,0.18907,31,probSAT
uf50-0679.cnf,998,1000,1000,90.904,66.902,117.904,66.902,3.9637,0.87435,3.87682,0.59883,55,probSAT
uf50-0680.cnf,1000,1000,1000,60.936,53.471,60.936,53.471,3.76591,0.61472,3.72443,0.44953,32,probSAT
uf50-0681.cnf,1000,1000,1000,67.785,53.038,67.785,53.038,3.79131,0.66794,3.70393,0.44574,37,probSAT
uf50-0682.cnf,1000,1000,1000,33.332,31.147,33.332,31.147,3.33779,0.28844,3.31801,0.22852,36,probSAT
uf50-0683.cnf,1000,1000,1000,38.409,37.587,38.409,37.587,3.46254,0.32587,3.48003,0.27068,61,probSAT
uf50-0684.cnf,999,1000,1000,91.55,62.473,105.05,62.473,3.85407,0.97262,3.80237,0.55619,51,probSAT
uf50-0685.cnf,990,1000,1000,110.498,80.091,245.498,80.091,4.00844,0.92203,4.00606,0.64918,51,probSAT
uf50-0686.cnf,1000,1000,1000,43.979,37.866,43.979,37.866,3.48878,0.45501,3.47091,0.30607,49,probSAT
uf50-0687.cnf,1000,1000,1000,37.254,34.855,37.254,34.855,3.45221,0.31546,3.41637,0.2616,20,probSAT
uf50-0688.cnf,1000,1000,1000,62.333,47.419,62.333,47.419,3.77084,0.61526,3.66776,0.36499,27,probSAT
uf50-0689.cnf,1000,1000,1000,54.619,44.063,54.619,44.063,3.59333,0.62959,3.55632,0.40927,43,probSAT
uf50-0690.cnf,1000,1000,1000,50.535,47.328,50.535,47.328,3.69165,0.43189,3.70434,0.3011,53,probSAT
uf50-0691.cnf,1000,1000,1000,51.41,47.144,51.41,47.144,3.72097,0.40973,3.68873,0.3193,292,probSAT
uf50-0692.cnf,1000,1000,1000,76.352,57.445,76.352,57.445,3.93358,0.66751,3.80766,0.43005,30,probSAT
uf50-0693.cnf,1000,1000,1000,51.149,45.406,51.149,45.406,3.63976,0.496,3.60533,0.37016,33,probSAT
uf50-0694.cnf,1000,1000,1000,34.21,32.833,34.21,32.833,3.31767,0.37659,3.31936,0.30846,258,gSAT2
uf50-0695.cnf,1000,1000,1000,32.71,30.657,32.71,30.657,3.32203,0.29246,3.30079,0.23009,28,probSAT
uf50-0696.cnf,1000,1000,1000,40.881,37.558,40.881,37.558,3.51269,0.36101,3.4744,0.2878,25,probSAT
uf50-0697.cnf,1000,1000,1000,59.42,53.397,59.42,53.397,3.78977,0.54495,3.76188,0.4125,51,probSAT
uf50-0698.cnf,1000,1000,1000,35.03,34.246,35.03,34.246,3.38249,0.31381,3.4034,0.24044,189,gSAT2
uf50-0699.cnf,1000,1000,1000,45.291,39.43,45.291,39.43,3.54834,0.45585,3.50041,0.33021,34,probSAT
uf50-0700.cnf,1000,1000,1000,35.597,34.087,35.597,34.087,3.38515,0.33414,3.4027,0.23718,32,probSAT
uf50-0701.cnf,1000,1000,1000,43.29,35.484,43.29,35.484,3.52171,0.3987,3.42517,0.25757,13,probSAT
uf50-0702.cnf,1000,1000,1000,46.547,41.596,46.547,41.596,3.52704,0.50966,3.54628,0.33337,47,probSAT
uf50-0703.cnf,1000,1000,1000,42.517,38.699,42.517,38.699,3.53173,0.38198,3.5049,0.28182,32,probSAT
uf50-0704.cnf,1000,1000,1000,37.118,35.156,37.118,35.156,3.40123,0.37192,3.41902,0.26771,36,probSAT
uf50-0705.cnf,1000,1000,1000,84.379,65.675,84.379,65.675,3.94548,0.82876,3.86002,0.55319,44,probSAT
uf50-0706.cnf,1000,1000,1000,43.011,36.859,43.011,36.859,3.50833,0.43785,3.45024,0.28571,32,probSAT
uf50-0707.cnf,1000,1000,1000,45.653,40.834,45.653,40.834,3.53614,0.44607,3.53262,0.32518,48,probSAT
uf50-0708.cnf,1000,1000,1000,38.896,35.459,38.896,35.459,3.4557,0.3494,3.42012,0.26422,23,probSAT
uf50-0709.cnf,1000,1000,1000,25.626,25.103,25.626,25.103,3.14257,0.18953,3.145,0.14948,20,probSAT
uf50-0710.cnf,1000,1000,1000,61.756,53.602,61.756,53.602,3.84421,0.50934,3.77563,0.39016,32,probSAT
uf50-0711.cnf,1000,1000,1000,24.521,24.025,24.521,24.025,3.09255,0.20235,3.08496,0.18048,102,gSAT2
uf50-0712.cnf,1000,1000,1000,68.452,52.195,68.452,52.195,3.853,0.64158,3.7564,0.3842,44,probSAT
uf50-0713.cnf,1000,1000,1000,47.408,38.976,47.408,38.976,3.59112,0.44143,3.51926,0.27216,24,probSAT
uf50-0714.cnf,1000,1000,1000,32.004,30.314,32.004,30.314,3.31155,0.28293,3.308,0.19302,27,probSAT
uf50-0715.cnf,1000,1000,1000,39.049,36.903,39.049,36.903,3.47549,0.33896,3.46502,0.26489,32,probSAT
uf50-0716.cnf,1000,1000,1000,32.47,29.527,32.47,29.527,3.32217,0.27856,3.26262,0.22867,10,probSAT
uf50-0717.cnf,1000,1000,1000,53.304,45.641,53.304,45.641,3.68458,0.49631,3.62266,0.36056,35,probSAT
uf50-0718.cnf,1000,1000,1000,35.805,33.978,35.805,33.978,3.41965,0.29678,3.40508,0.22838,25,probSAT
uf50-0719.cnf,1000,1000,1000,29.272,27.996,29.272,27.996,3.25001,0.22992,3.2296,0.19352,27,probSAT
uf50-0720.cnf,1000,1000,1000,43.788,39.937,43.788,39.937,3.52251,0.44027,3.51939,0.3124,35,probSAT
uf50-0721.cnf,1000,1000,1000,28.0,26.717,28.0,26.717,3.19175,0.25202,3.18341,0.19077,24,probSAT
uf50-0722.cnf,1000,1000,1000,37.446,33.672,37.446,33.672,3.42495,0.33163,3.37502,0.25467,21,probSAT
uf50-0723.cnf,1000,1000,1000,32.091,30.508,32.091,30.508,3.30444,0.28959,3.297,0.23089,38,probSAT
uf50-0724.cnf,1000,1000,1000,39.79,35.588,39.79,35.588,3.46759,0.35952,3.4346,0.26331,34,probSAT
uf50-0725.cnf,1000,1000,1000,28.466,28.05,28.466,28.05,3.22869,0.2225,3.24322,0.1783,28,probSAT
uf50-0726.cnf,1000,1000,1000,35.606,32.217,35.606,32.217,3.39998,0.3224,3.34148,0.25116,17,probSAT
uf50-0727.cnf,1000,1000,1000,38.229,32.239,38.229,32.239,3.4627,0.32829,3.35275,0.2296,None,probSAT
uf50-0728.cnf,999,1000,1000,117.364,74.571,130.864,74.571,4.13889,1.07395,3.95816,0.64209,32,probSAT
uf50-0729.cnf,1000,1000,1000,35.596,32.883,35.596,32.883,3.38866,0.33324,3.35318,0.26026,192,gSAT2
uf50-0730.cnf,1000,1000,1000,38.408,33.479,38.408,33.479,3.41732,0.39923,3.36794,0.26859,26,probSAT
uf50-0731.cnf,1000,1000,1000,35.084,34.364,35.084,34.364,3.37962,0.31812,3.383,0.28082,211,probSAT
uf50-0732.cnf,1000,1000,1000,39.633,36.361,39.633,36.361,3.42446,0.42468,3.39484,0.3431,238,probSAT
uf50-0733.cnf,1000,1000,1000,65.327,52.378,65.327,52.378,3.84817,0.60952,3.75825,0.3771,29,probSAT
uf50-0734.cnf,1000,1000,1000,44.582,41.56,44.582,41.56,3.58869,0.38135,3.57325,0.28692,36,probSAT
uf50-0735.cnf,1000,1000,1000,32.939,31.904,32.939,31.904,3.32177,0.29502,3.34377,0.22483,48,probSAT
uf50-0736.cnf,1000,1000,1000,31.94,30.959,31.94,30.959,3.30451,0.2758,3.32102,0.21286,36,probSAT
uf50-0737.cnf,999,1000,1000,47.397,40.101,60.897,40.101,3.51775,0.4865,3.50868,0.32441,45,probSAT
uf50-0738.cnf,1000,1000,1000,73.864,58.225,73.864,58.225,3.81366,0.74284,3.80685,0.46113,70,probSAT
uf50-0739.cnf,1000,1000,1000,49.641,46.115,49.641,46.115,3.6589,0.44726,3.64817,0.34559,39,probSAT
uf50-0740.cnf,1000,1000,1000,42.983,39.137,42.983,39.137,3.55793,0.36379,3.52995,0.25506,31,probSAT
uf50-0741.cnf,1000,1000,1000,48.981,42.771,48.981,42.771,3.65385,0.43422,3.58909,0.31483,26,probSAT
uf50-0742.cnf,1000,1000,1000,42.969,36.967,42.969,36.967,3.47039,0.49444,3.43274,0.3229,28,probSAT
uf50-0743.cnf,1000,1000,1000,39.074,35.444,39.074,35.444,3.4593,0.35365,3.42511,0.26929,31,probSAT
uf50-0744.cnf,997,1000,1000,61.416,49.684,101.916,49.684,3.61898,0.60578,3.61677,0.44826,37,probSAT
uf50-0745.cnf,1000,1000,1000,42.512,38.093,42.512,38.093,3.51205,0.41058,3.47355,0.31024,32,probSAT
uf50-0746.cnf,1000,1000,1000,21.442,21.767,21.442,21.767,2.97422,0.17198,3.0112,0.13295,25,probSAT
uf50-0747.cnf,1000,1000,1000,50.852,42.308,50.852,42.308,3.54488,0.58174,3.50319,0.40355,34,probSAT
uf50-0748.cnf,1000,1000,1000,32.865,31.774,32.865,31.774,3.34367,0.26884,3.34772,0.20765,36,probSAT
uf50-0749.cnf,1000,1000,1000,54.603,47.943,54.603,47.943,3.66852,0.58509,3.65746,0.38603,39,probSAT
uf50-0750.cnf,1000,1000,1000,39.898,33.229,39.898,33.229,3.43338,0.422,3.36234,0.26036,22,probSAT
uf50-0751.cnf,1000,1000,1000,34.278,32.3,34.278,32.3,3.34173,0.34306,3.3274,0.26307,22,probSAT
uf50-0752.cnf,1000,1000,1000,38.657,34.401,38.657,34.401,3.44389,0.36859,3.40669,0.24868,26,probSAT
uf50-0753.cnf,1000,1000,1000,25.802,24.63,25.802,24.63,3.15342,0.18699,3.12894,0.14449,84,gSAT2
uf50-0754.cnf,1000,1000,1000,48.973,41.91,48.973,41.91,3.62112,0.47082,3.55867,0.32297,31,probSAT
uf50-0755.cnf,1000,1000,1000,39.73,38.156,39.73,38.156,3.48046,0.35647,3.49225,0.28346,51,probSAT
uf50-0756.cnf,1000,1000,1000,35.045,31.377,35.045,31.377,3.35798,0.33873,3.31413,0.24123,25,probSAT
uf50-0757.cnf,1000,1000,1000,36.845,32.863,36.845,32.863,3.39225,0.36935,3.35832,0.25299,30,probSAT
uf50-0758.cnf,1000,1000,1000,37.938,38.127,37.938,38.127,3.45377,0.33353,3.49432,0.2719,141,probSAT
uf50-0759.cnf,1000,1000,1000,46.388,43.753,46.388,43.753,3.56865,0.46661,3.57244,0.38922,66,probSAT
uf50-0760.cnf,1000,1000,1000,38.983,35.135,38.983,35.135,3.46856,0.33308,3.42745,0.24658,27,probSAT
uf50-0761.cnf,1000,1000,1000,48.667,46.454,48.667,46.454,3.65011,0.41144,3.66388,0.3228,46,probSAT
uf50-0762.cnf,1000,1000,1000,34.363,32.748,34.363,32.748,3.35669,0.30357,3.36774,0.23234,38,probSAT
uf50-0763.cnf,1000,1000,1000,56.704,50.687,56.704,50.687,3.75866,0.4754,3.74135,0.34961,51,probSAT
uf50-0764.cnf,1000,1000,1000,39.202,37.357,39.202,37.357,3.43924,0.38453,3.44106,0.32867,48,probSAT
uf50-0765.cnf,1000,1000,1000,44.137,41.322,44.137,41.322,3.55346,0.42427,3.55708,0.30544,40,probSAT
uf50-0766.cnf,1000,1000,1000,60.059,48.105,60.059,48.105,3.71062,0.63546,3.65214,0.39822,35,probSAT
uf50-0767.cnf,1000,1000,1000,38.27,34.391,38.27,34.391,3.44089,0.33427,3.40491,0.24879,25,probSAT
uf50-0768.cnf,1000,1000,1000,96.252,69.998,96.252,69.998,4.14395,0.7409,4.01643,0.4471,50,probSAT
uf50-0769.cnf,1000,1000,1000,40.807,34.828,40.807,34.828,3.46032,0.41105,3.41736,0.25114,28,probSAT
uf50-0770.cnf,1000,1000,1000,37.2,33.62,37.2,33.62,3.44546,0.30813,3.39726,0.22605,20,probSAT
uf50-0771.cnf,1000,1000,1000,28.57,28.159,28.57,28.159,3.22498,0.23723,3.22957,0.20396,141,gSAT2
uf50-0772.cnf,1000,1000,1000,44.985,38.318,44.985,38.318,3.59116,0.38701,3.51394,0.25483,25,probSAT
uf50-0773.cnf,1000,1000,1000,55.675,51.853,55.675,51.853,3.73892,0.4892,3.77038,0.35681,76,probSAT
uf50-0774.cnf,1000,1000,1000,37.41,34.504,37.41,34.504,3.42383,0.34995,3.39735,0.26356,211,gSAT2
uf50-0775.cnf,1000,1000,1000,33.095,31.01,33.095,31.01,3.33473,0.29965,3.31826,0.22361,33,probSAT
uf50-0776.cnf,1000,1000,1000,52.872,44.557,52.872,44.557,3.67612,0.47613,3.62081,0.32736,29,probSAT
uf50-0777.cnf,1000,1000,1000,66.284,56.132,66.284,56.132,3.84547,0.59082,3.82786,0.37885,58,probSAT
uf50-0778.cnf,1000,1000,1000,43.075,39.347,43.075,39.347,3.52002,0.40915,3.51714,0.29188,36,probSAT
uf50-0779.cnf,1000,1000,1000,34.996,31.284,34.996,31.284,3.33125,0.37415,3.31248,0.23679,30,probSAT
uf50-0780.cnf,1000,1000,1000,39.821,35.562,39.821,35.562,3.4532,0.39262,3.43037,0.26955,37,probSAT
uf50-0781.cnf,1000,1000,1000,39.088,37.912,39.088,37.912,3.47662,0.33565,3.47934,0.29106,73,probSAT
uf50-0782.cnf,1000,1000,1000,48.75,39.853,48.75,39.853,3.58991,0.51321,3.50136,0.34342,25,probSAT
uf50-0783.cnf,1000,1000,1000,57.602,45.236,57.602,45.236,3.72687,0.51448,3.62648,0.34355,27,probSAT
uf50-0784.cnf,1000,1000,1000,39.024,35.989,39.024,35.989,3.42376,0.39629,3.42506,0.28653,45,probSAT
uf50-0785.cnf,1000,1000,1000,37.395,36.703,37.395,36.703,3.45164,0.29515,3.45463,0.27221,72,probSAT
uf50-0786.cnf,1000,1000,1000,34.251,31.562,34.251,31.562,3.34828,0.33569,3.30658,0.2706,21,probSAT
uf50-0787.cnf,1000,1000,1000,33.698,29.8,33.698,29.8,3.34911,0.30317,3.27737,0.22104,13,probSAT
uf50-0788.cnf,999,1000,1000,115.824,86.238,129.324,86.238,4.23432,0.93937,4.11222,0.65795,40,probSAT
uf50-0789.cnf,1000,1000,1000,36.406,35.225,36.406,35.225,3.42175,0.31072,3.43486,0.24068,38,probSAT
uf50-0790.cnf,1000,1000,1000,38.872,34.604,38.872,34.604,3.4361,0.39586,3.40258,0.26465,30,probSAT
uf50-0791.cnf,999,1000,1000,76.535,58.901,90.035,58.901,3.90156,0.70057,3.81166,0.46895,37,probSAT
uf50-0792.cnf,1000,1000,1000,25.117,25.053,25.117,25.053,3.08574,0.23359,3.11907,0.1922,42,probSAT
uf50-0793.cnf,1000,1000,1000,40.058,37.107,40.058,37.107,3.4733,0.38528,3.47509,0.26269,36,probSAT
uf50-0794.cnf,1000,1000,1000,29.405,28.717,29.405,28.717,3.24608,0.25182,3.25704,0.1906,28,probSAT
uf50-0795.cnf,1000,1000,1000,41.245,40.93,41.245,40.93,3.52276,0.3599,3.56149,0.28598,54,probSAT
uf50-0796.cnf,1000,1000,1000,39.503,35.504,39.503,35.504,3.4441,0.38925,3.41107,0.28948,25,probSAT
uf50-0797.cnf,1000,1000,1000,36.233,35.581,36.233,35.581,3.39692,0.33002,3.41636,0.26872,32,probSAT
uf50-0798.cnf,1000,1000,1000,36.004,35.003,36.004,35.003,3.37915,0.35506,3.4173,0.25329,35,probSAT
uf50-0799.cnf,1000,1000,1000,41.039,37.288,41.039,37.288,3.51329,0.36736,3.48043,0.2727,35,probSAT
uf50-0800.cnf,1000,1000,1000,32.703,29.375,32.703,29.375,3.30228,0.31457,3.2717,0.19815,27,probSAT
uf50-0801.cnf,1000,1000,1000,44.406,40.089,44.406,40.089,3.57034,0.38747,3.54117,0.28445,28,probSAT
uf50-0802.cnf,1000,1000,1000,27.048,25.721,27.048,25.721,3.17848,0.2205,3.14987,0.18092,117,probSAT
uf50-0803.cnf,1000,1000,1000,42.676,36.101,42.676,36.101,3.45087,0.47536,3.42802,0.28493,35,probSAT
uf50-0804.cnf,1000,1000,1000,30.781,29.96,30.781,29.96,3.27544,0.26622,3.29365,0.20566,37,probSAT
uf50-0805.cnf,1000,1000,1000,28.86,27.802,28.86,27.802,3.2272,0.25286,3.23165,0.1817,27,probSAT
